odf_name,odf_calories,odf_carbs,odf_sugar,odf_protein,odf_fat,odf_update_dt
라멘_미소라멘,89,11.36,1.1,4.57,2.77,2022-06-30
라멘_소유라멘,72,9.12,0.84,3.65,2.36,2022-06-30
라멘_시오라멘,84,11.54,0.93,4.68,2.13,2022-06-30
라면_간편조리세트_똠양꿍요괴라면,88,13.49,0,2.41,2.77,2022-06-30
라면_국물,19,2.08,0,0.44,0.96,2014-12-31
라면_김치,85,13.26,0.18,2.12,2.6,2015-06-30
라면_떡,102,17.72,0.06,2.1,2.47,2022-06-30
라면_라면만,84,14.44,0.11,1.76,2.18,2022-06-30
라면_면,174,29.79,0,3.89,4.37,2014-12-31
라면_비빔라면,189,31.01,1.81,3.38,5.67,2016-12-31
라면_용기면,103,15.65,0.43,1.98,3.63,2023-04-27
라면_용기면_국물,28,3.21,0,0.61,1.44,2014-12-31
라면_용기면_면,192,33.42,0,3.5,4.95,2014-12-31
라면_용기면_볶음라면,202,33.9,3.28,4.52,5.39,2016-12-31
라면_짜장라면,177,31,0.63,3.66,4.28,2016-12-31
라면_짬뽕라면,92,12.27,0.21,2.84,3.51,2015-06-30
라면_치즈,99,13.33,0.15,2.8,3.83,2015-06-30
만두_고기만두,208,27.79,0.49,9.38,6.58,2015-12-31
만두_김치만두,187,23.82,0.67,8.13,6.59,2015-12-31
만두국,62,6.83,0.44,3.06,2.49,2012-02-28
메밀소바_간편조리세트_부타이마제소바,146,21.44,3.06,5.68,4.22,2022-06-30
밀면_물밀면,71,14.19,3.68,2.46,0.5,2022-06-30
볶음면_간편조리세트_소고기야끼소바,190,13.81,3.86,6.55,12.1,2022-06-30
분짜,136,19.75,5.47,5.91,3.66,2022-06-30
비빔국수,113,20,,3.4,2.1,2011-12-31
비빔국수,113,20.94,4.31,3.2,1.86,2022-06-30
비빔면_간편조리세트_매콤제육비빔면,153,20.17,4.33,5.7,5.48,2022-06-30
수제비_간편조리세트_들깨버섯수제비,83,14.83,0.83,2.88,1.34,2022-06-30
수제비_간편조리세트_우삼겹짬뽕수제비,110,13.51,1.94,3.62,4.58,2022-06-30
수제비_간편조리세트_해물백짬뽕수제비,79,10.76,1.14,3.63,2.4,2022-06-30
스파게티_간편조리세트_감바스알리오올리오,171,21.33,1.08,4.78,7.44,2022-06-30
스파게티_간편조리세트_바질크림빠네파스타,215,27.31,2.62,5.4,9.37,2022-06-30
스파게티_간편조리세트_베이컨까르보나라,159,18.29,2.63,4.02,7.78,2022-06-30
스파게티_간편조리세트_볼로네제라구파스타,179,16.93,3.51,8.1,8.75,2022-06-30
스파게티_간편조리세트_쉬림프로제파스타,144,14.76,3.53,4.24,7.58,2022-06-30
스파게티_간편조리세트_쉬림프로제파스타,172,19.7,3.88,4.93,8.15,2022-06-30
스파게티_간편조리세트_쉬림프크림파스타,226,13.06,1.98,4.81,17.21,2022-06-30
스파게티_간편조리세트_알리오올리오파스타,313,26.72,1.32,6.47,20.07,2022-06-30
스파게티_간편조리세트_에그인헬파스타,128,15.16,3.68,5.28,5.12,2022-06-30
스파게티_간편조리세트_오마이갓파스타,161,18.43,6.52,5.86,7.14,2022-06-30
스파게티_간편조리세트_톡톡크림빠네파스타,233,13.4,2.74,6.05,17.24,2022-06-30
스파게티_간편조리세트_트러플크림파스타,152,16.93,1.55,4.31,7.42,2022-06-30
스파게티_간편조리세트_할라피뇨베이컨파스타,200,19.29,1.8,4.62,11.59,2022-06-30
스파게티_간편조리세트_핫매콤크림파스타,179,22.24,4.19,5.07,7.7,2022-06-30
스파게티_간편조리세트_해장파스타,98,15.82,2.38,4.07,2.08,2022-06-30
스파게티_까르보나라소스,235,19.63,2.04,5.71,14.82,2022-06-30
스파게티_로제소스,171,17.34,3.33,5.21,8.99,2022-06-30
스파게티_오일소스,162,22.35,0.35,4.89,5.86,2013-03-31
스파게티_크림소스,209,18.44,2.29,5.45,12.65,2013-03-31
스파게티_토마토소스,129,18.64,3.12,4.87,3.83,2012-02-28
스파게티_해물_크림소스,184,17.39,1.67,6.08,9.96,2013-03-31
스파게티_해물_토마토소스,117,17.45,2.7,5.59,2.75,2013-03-31
쌀국수,53,9.18,0.72,2.6,0.7,2016-10-31
올갱이국수,38,7.44,1.24,0.75,0.55,2016-10-31
우동_간편조리세트_쫄우동,99,15.66,1.37,2.62,2.89,2022-06-30
우동_김치,63,12.39,0.27,1.94,0.58,2013-03-31
우동_삼선,69,10.59,0.08,4.79,0.85,2013-03-31
우동_일식,60,10.6,0.35,1.91,1.13,2012-02-28
우동_중식,65,8.54,0.11,2.95,2.1,2012-02-28
울면,73,12.82,0.05,3.75,0.74,2013-03-31
월남쌈_간편조리세트_불고기월남쌈,150,17.1,7.71,7.22,5.81,2022-06-30
월남쌈_간편조리세트_소고기야채말이,116,6.61,5.46,10.47,5.34,2022-06-30
월남쌈_간편조리세트_훈제오리월남쌈,111,15.37,7.49,5.16,3.22,2022-06-30
자장면,123,20.56,1.2,3.04,3.13,2012-02-28
자장면_삼선,115,18.08,1.45,4.81,2.59,2013-03-31
짬뽕_간편조리세트_나가사키짬뽕탕,62,8.96,0.9,2.82,1.62,2022-06-30
짬뽕_간편조리세트_통오징어짬뽕탕,56,3.62,1.16,4.15,2.77,2022-06-30
짬뽕_굴,76,12.85,0.19,3.65,1.07,2013-03-31
짬뽕_백짬뽕,63,8.54,0.21,3.66,1.54,2022-06-30
짬뽕_삼선,74,11.3,0.12,4.4,1.2,2013-03-31
짬뽕_차돌박이,88,9.82,0.69,4.58,3.42,2022-06-30
칼국수_간편조리세트_닭한마리와칼국수,94,10.53,1.83,7.95,2.28,2022-06-30
칼국수_간편조리세트_세숫대야바지락칼국수,74,9.72,0.85,2.28,2.87,2022-06-30
칼국수_간편조리세트_원주식장칼국수,78,15.27,1.9,2.71,0.66,2022-06-30
칼국수_간편조리세트_장칼국수,80,15.06,1.89,2.51,1.12,2022-06-30
칼국수_닭고기,74,10.52,0.59,4.69,1.42,2017-12-31
칼국수_들깨,76,9.97,0.23,2.93,2.75,2016-10-31
칼국수_해물,70,13.77,0.42,2.53,0.51,2012-02-28
콩국수,100,11.69,0.76,4.61,3.83,2022-06-30
탄탄면_간편조리세트_마라탄탄면,174,21,3.1,5.73,7.4,2022-06-30
팟타이_간편조리세트_비프팟타이,231,22.5,9.13,7.04,12.58,2022-06-30
팟타이,146,18.54,5.41,3.98,6.2,2022-06-30
게살죽,71,13.42,0.02,2.24,0.89,2012-02-28
깨죽,64,9.91,0.45,1.71,1.99,2012-02-28
미음,19,4.7,0,0.3,0,2020-12-31
미음_칠분도미,20,4.6,0,0.3,0.1,2020-12-31
미음_현미,19,4.4,0.1,0.4,0.1,2020-12-31
백합죽,65,12.1,0,2.36,0.8,2016-10-31
소고기버섯죽,72,13.63,0.03,2.34,0.93,2012-02-28
스프_감자,98,7.91,3.6,1.91,6.54,2022-06-30
스프_소고기,40,6.91,2.72,1.06,0.87,2023-04-27
스프_양송이버섯,42,7.23,2.36,0.78,1.11,2023-04-27
스프_크림,45,7.03,1.27,0.64,1.59,2023-04-27
스프_옥수수,46,7.33,2.64,0.83,1.48,2023-04-27
쌀죽(흰죽),53,11.45,0,0.99,0.15,2020-04-01
쌀죽(흰죽),52,11.43,0,1.33,0.15,2022-06-30
쌀죽(흰죽)_삼광,53,11.51,0,0.89,0.1,2020-04-01
쌀죽(흰죽)_새일미,55,11.72,0,1.09,0.17,2020-04-01
쌀죽(흰죽)_신동진,53,11.42,0,0.96,0.15,2020-04-01
쌀죽(흰죽)_오대,52,11.16,0,1.02,0.18,2020-04-01
쌀죽(흰죽)_칠분도미,68,15.6,0.1,1.1,0.2,2020-12-31
어죽,69,12.6,1.23,2.55,0.94,2016-10-31
율무죽,77,13.75,0.1,3.26,0.98,2023-04-27
잣죽,125,22.18,0.34,2.74,2.8,2013-03-31
참깨죽,38,5.9,,1,1.2,1980-12-31
참치죽,82,13.07,0.17,3.02,2.01,2013-03-31
채소죽,70,13.3,0.4,1.15,1.39,2022-06-30
현미죽,64,15.2,0.4,1.2,0.4,2020-12-31
감자국,32,4.94,0.74,1.19,0.79,2017-12-31
게국지,38,2.88,0.98,4.08,1.1,2016-10-31
곰치국,42,2.39,0.28,5.43,1.18,2016-10-31
곰탕,61,6.03,0.17,6.47,1.23,2016-10-31
김치국,20,2.33,0.64,1.2,0.62,2015-06-30
낙지탕,31,1.73,0.32,4.9,0.53,2016-10-31
달걀국,39,1.12,0.52,3.25,2.38,2022-06-30
된장국_감자,40,6.11,1.05,1.63,1.04,2022-06-30
된장국_무,23,3.27,1.31,1.36,0.53,2015-06-30
된장국_시금치,21,1.54,0.64,1.69,0.84,2022-06-30
된장국_시래기,22,2.44,0.29,1.49,0.69,2015-06-30
된장국_우렁,49,3.84,0.72,4.92,1.54,2015-06-30
매생이국,24,2.68,0.08,2,0.56,2016-10-31
무국_소고기,31,1.95,0.88,3.55,1,2015-06-30
묵말이_도토리묵,36,6.9,0.48,0.52,0.65,2016-10-31
미소된장국,25,1.87,0.47,1.87,1.2,2015-06-30
미역국_굴,17,1.37,0,1.43,0.64,2022-06-30
미역국_바지락,9,0.95,0,0.89,0.22,2022-06-30
미역국_북어,19,1.04,0,2.46,0.56,2022-06-30
미역국_참치,19,0.9,0,2.62,0.57,2022-06-30
미역국_홍합,26,1.78,0,3.03,0.72,2015-06-30
새우탕_간편조리세트_전복민물새우탕,56,10.07,0.91,2.85,0.45,2022-06-30
소탕,58,1.27,0.02,5.1,3.57,2014-09-30
순대국,68,2.16,0,5.44,4.13,2012-02-28
아구탕,41,2.13,0.3,6.3,0.82,2016-10-31
어묵국(어묵탕)_간편조리세트_프리미엄이자카야어묵탕,69,11.01,3.02,3.48,1.26,2022-06-30
어탕,57,1.21,0,8.47,2.06,2014-09-30
연포탕,54,2.02,0.02,9.49,0.9,2013-03-31
오이냉국,19,3.92,3.48,0.5,0.09,2022-06-30
올갱이국,24,2.17,0.27,2.28,0.7,2016-10-31
전복탕,33,2.63,0.22,4.47,0.5,2016-10-31
조개국_바지락,29,1.84,0.24,4,0.56,2015-06-30
지리탕_대구,44,1.65,0.25,6.93,1.03,2016-10-31
지리탕_복,39,1.72,0.23,6.95,0.45,2016-10-31
초당순두부,58,1.76,0.1,5.46,3.24,2016-10-31
해장국_뼈다귀,71,2.34,0.57,7.46,3.57,2017-12-31
해장국_선지,31,1.67,0.39,4.93,0.54,2017-12-31
해장국_우거지,26,2.25,0.42,1.98,0.98,2016-10-31
홍합탕_홍합만,29,2.28,0,3.68,0.57,2022-06-30
황태해장국,30,0.95,0.25,4.08,1.13,2016-10-31
무국물,3,0.55,0.36,0.16,0,2023-04-27
고등어찌개,100,4.27,1.23,8.15,5.62,2016-10-31
곱창전골_간편조리세트_대한곱창곱창전골,140,8.65,1.08,5.79,9.11,2022-06-30
곱창전골_간편조리세트_소곱창순대전골,75,8.36,1.98,3.95,2.82,2022-06-30
곱창전골_소고기,88,4.87,0.38,6.93,4.55,2015-06-30
김치찌개,61,2.98,0.76,3.77,3.75,2012-02-28
김치찌개_김치만,46,2.95,1.3,1.55,3.09,2022-06-30
김치찌개_햄,63,4.23,1.2,3.7,3.47,2017-12-31
꽁치찌개,118,4.07,1.97,8,7.77,2017-12-31
꽃게탕_간편조리세트_3마리꽃게탕,26,2.47,1.14,2.58,0.62,2022-06-30
나베_간편조리세트_통등심가스나베,170,15.71,3.53,5.41,9.52,2022-06-30
낙지전골_간편조리세트_낙곱새,88,12.88,3.19,5.47,1.64,2022-06-30
돼지고기찌개_간편조리세트_돼지고기짜글이,108,6.04,4.68,10.46,4.64,2022-06-30
돼지고기찌개_간편조리세트_돼지고기고추장찌개,49,5.28,2.57,4.32,1.13,2022-06-30
된장찌개_간편조리세트_고깃집된장찌개,110,5.44,1.73,7.71,6.33,2022-06-30
된장찌개_간편조리세트_구수한버섯된장찌개,26,3.88,2.16,1.79,0.4,2022-06-30
된장찌개_우렁_강된장,136,16.09,8.82,7.28,4.74,2022-06-30
두부전골,63,3.42,0.7,5.12,3.22,2016-10-31
두부찌개_새우젓,55,2.4,0.57,5.4,2.7,2017-12-31
마라탕_간편조리세트_마라탕,88,5.72,1.92,4.64,5.15,2022-06-30
마라탕,66,5.1,0.26,3.91,3.27,2022-06-30
만두전골_간편조리세트_얼큰왕만두전골,75,11.35,1.58,2.67,2.07,2022-06-30
만두전골,57,5.55,0.7,3.61,2.23,2022-06-30
매운탕_광어,70,1.52,0.24,9.74,2.77,2013-03-31
매운탕_대구,60,2.81,0.18,9.56,1.2,2013-03-31
매운탕_메기,67,8.1,0.95,4.77,1.7,2017-12-31
매운탕_서더리,30,0.63,0,4.02,1.27,2022-06-30
매운탕_아귀,43,2.32,0.52,6.85,0.71,2022-06-30
매운탕_우럭,68,1.87,0.18,8.69,2.84,2013-03-31
매운탕_조기,64,2.88,0.72,5.85,3.23,2016-10-31
매운탕_짱뚱어,31,2.77,0.4,1.92,1.42,2016-10-31
밀푀유나베_간편조리세트_매콤밀푀유나베,55,2.52,1.5,4.13,3.11,2022-06-30
밀푀유나베_간편조리세트_밀푀유나베,36,1.8,1.36,3.45,1.64,2022-06-30
밀푀유나베_간편조리세트_밀푀유나베,41,3.83,2,3.66,1.17,2022-06-30
밀푀유나베_간편조리세트_밀푀유나베,47,5.94,2.63,3.53,1.02,2022-06-30
버섯전골_간편조리세트_남도식들깨버섯전골,40,4.54,0.95,2.14,1.5,2022-06-30
버섯찌개,42,3.85,1.1,3.68,1.3,2016-10-31
부대찌개_간편조리세트_오뎅식당부대찌개,145,6.77,1.26,6.27,10.31,2022-06-30
부대찌개_간편조리세트_의정부식부대찌개,106,10.7,1.26,3.36,5.55,2022-06-30
부대찌개_간편조리세트_햄듬뿍부대찌개,94,8.62,1.57,4.87,4.46,2022-06-30
부대찌개,67,6.62,1.03,3.07,3.1,2016-10-31
불고기전골_간편조리세트_서울식소불고기전골,104,10.38,5.3,5.96,4.34,2022-06-30
불고기전골_간편조리세트_서울식육수불고기,96,12.54,4.05,6.73,2.06,2022-06-30
불고기전골_간편조리세트_서울식불고기전골,41,4.91,1.95,3.74,0.7,2022-06-30
불고기전골_간편조리세트_서울식불고기전골,114,9.83,5.37,6.5,5.37,2022-06-30
불낙전골_간편조리세트_이게불낙이야,63,5.32,0.53,6.6,1.75,2022-06-30
샤브샤브_간편조리세트_소고기샤브샤브,34,2.99,2.36,2.71,1.26,2022-06-30
샤브샤브_간편조리세트_소고기스키야키,76,8.65,3.67,6.23,1.78,2022-06-30
샤브샤브_간편조리세트_일호식스키야키,51,3.64,2.38,3.36,2.6,2022-06-30
샤브샤브_소고기,44,2.45,0.4,4.85,1.63,2016-10-31
소고기전골_간편조리세트_어복쟁반,37,1.41,0.42,3.39,1.96,2022-06-30
소고기전골_간편조리세트_파빌리온얼큰소고기전골,73,2.69,0.66,4.4,4.94,2022-06-30
소고기전골_간편조리세트_평양식어복쟁반,76,5.35,0.61,7.02,2.94,2022-06-30
순두부찌개_간편조리세트_강릉식짬뽕순두부,42,2.78,1.04,3.78,1.74,2022-06-30
순두부찌개_간편조리세트_우삼겹순두부찌개,43,2.44,1.2,3.54,2.09,2022-06-30
순두부찌개_간편조리세트_우삼겹순두부찌개,47,3.08,2.51,3.75,2.16,2022-06-30
순두부찌개_간편조리세트_짬뽕순두부찌개,51,3.2,0.7,3.82,2.52,2022-06-30
순두부찌개_간편조리세트_해물짬뽕순두부,53,3.53,1.27,3.31,2.81,2022-06-30
청국장찌개_간편조리세트_영월식청국장,74,5.38,1.4,6.09,3.13,2022-06-30
청국장찌개_간편조리세트_우삼겹청국장찌개,80,3.32,0.88,5.58,4.88,2022-06-30
청국장찌개_두부_채소,79,2.94,1.95,6.32,4.63,2022-06-30
추어탕,32,2.68,0,2.27,1.32,2016-10-31
해물탕_간편조리세트_바다를품은해물탕,33,2.02,0.86,4.11,0.96,2022-06-30
해물탕,45,2.77,0.13,6.63,0.78,2016-10-31
해신탕,57,2.03,0.41,7.93,1.88,2022-06-30
호박찌개,32,4.07,1.93,1.87,0.87,2017-12-31
훠궈_소고기,93,6.83,1.13,4.81,5.11,2022-06-30
갈비찜_고춧가루,172,7.9,3.57,20.43,6.57,2016-10-31
갈비찜_소고기,198,5.26,1.73,19.94,10.78,2013-03-31
김치찜_간편조리세트_돼지고기김치찜,97,5.75,2.84,10.14,3.67,2022-06-30
김치찜_간편조리세트_돼지고기묵은지찜,52,2.99,0.71,4.9,2.26,2022-06-30
깻잎찜,112,13.6,6.5,3.96,4.6,2022-06-30
꼬막무침,107,7.69,4.28,8.34,4.72,2022-06-30
꼬막찜_참꼬막,113,5.74,0,15.59,3.13,2014-09-30
달걀찜_달걀만,108,1.03,0.81,9.01,7.5,2022-06-30
달걀찜_채소,89,4.46,0,4.76,5.77,2022-06-30
닭찜_간편조리세트_안동식찜닭,136,19.38,6.23,7.22,3.32,2022-06-30
닭찜_안동찜닭,91,9.3,4.45,7.61,2.59,2016-10-31
대구찜,75,4.94,1.14,10.34,1.58,2016-10-31
동태찜,79,5.16,1.14,10.18,1.94,2016-10-31
동파육,191,4.15,0.74,8.99,15.41,2022-06-30
돼지갈비찜_간편조리세트_국내산순살돼지갈비찜,120,8.8,6.11,10.12,4.91,2022-06-30
돼지고기_간,164,1.56,0.2,29.36,4.44,2022-06-30
돼지고기_머리고기,325,1.75,0.05,21.2,26,2015-06-30
돼지고기_허파,91,0.02,0,17.27,2.41,2022-06-30
돼지등갈비찜,214,12.76,5.36,16.02,10.93,2016-10-31
북어찜,157,12,4.27,18.73,3.8,2015-06-30
붕어찜,76,6.51,1.47,4.94,3.35,2016-10-31
수란_중탕,145,0.2,,12.3,11.7,2020-12-31
순대,181,19.45,1.17,6.52,8.55,2012-02-28
아귀찜_간편조리세트_쫀득쫀득아귀찜,77,6.37,1.67,6.68,2.79,2022-06-30
아귀찜,78,4.37,0.17,12.08,1.33,2013-03-31
오징어순대,133,16.66,0.11,13.06,1.6,2016-10-31
조기찜,182,1.64,0,20.06,10.59,2014-09-30
족발,220,0,0.28,28.91,11.65,2017-04-01
해물찜_간편조리세트_낙지한마리해물찜,88,7.52,6.3,6.63,3.53,2022-06-30
해물찜_간편조리세트_백합&바지락통찜,49,6.85,2.14,3.31,0.95,2022-06-30
해물찜,80,7.08,1.1,8.52,1.96,2016-10-31
가자미구이,151,0.76,0.58,22.61,6.42,2022-06-30
갈매기살구이_돼지고기,312,0.28,0,26.98,22.6,2022-06-30
갈비구이_돼지고기,294,5.78,5.7,19.58,21.39,2022-06-30
갈비구이_소고기,309,7.13,6.69,20.94,21.81,2022-06-30
갈비구이_소고기_양념,330,8.73,4.63,20.03,23.87,2016-10-31
갈비구이_왕갈비_양념,321,9.13,4.53,18.07,23.53,2016-10-31
갈치구이_기름,209,0.83,0,22.12,13.04,2022-06-30
꼬치구이_닭고기,252,19.07,4.5,16.52,12.24,2012-02-28
꿩불고기,74,7.94,3.38,6.7,1.7,2016-10-31
대창구이_소고기,595,4.05,1.13,9.11,60.25,2022-06-30
더덕구이,184,31.1,11.6,3.1,5.2,2017-12-31
돼지갈비구이_간장,240,8.1,4.5,19.5,14.4,2016-10-31
돼지껍데기구이,348,3.37,3.42,23.74,26.64,2022-06-30
돼지불고기_간편조리세트_기사식당돼지불고기,155,8.08,5.52,10.25,9.08,2022-06-30
돼지불고기_간편조리세트_대파고추장불고기,165,12.17,9.87,11.79,7.66,2022-06-30
돼지불고기_간편조리세트_매콤콩나물불고기,191,13.82,4.71,10.62,10.31,2022-06-30
돼지불고기_삼겹살_오징어,182,10.25,3.8,12.8,9.95,2015-06-30
막창구이_소고기,358,0.4,1.36,15.34,32.73,2022-06-30
소불고기,186,6.73,3.34,10.33,13.1,2023-04-27
스테이크_간편조리세트_그레이프소스스테이크,153,8.47,4.52,11.09,8.36,2022-06-30
스테이크_간편조리세트_뉴욕스테이크&크림뇨끼,176,15.39,1.86,8.71,8.79,2022-06-30
스테이크_간편조리세트_부채살찹스테이크,176,5.94,4.16,11.08,12.04,2022-06-30
스테이크_간편조리세트_블랙라벨스테이크부채살,155,5.73,3.38,13.1,8.86,2022-06-30
스테이크_간편조리세트_비프찹스테이크,147,7.22,5.81,7.76,9.66,2022-06-30
스테이크_간편조리세트_시그니처스테이크부채살,140,7.52,6,11.42,7.12,2022-06-30
스테이크_간편조리세트_시그니처찹스테이크,130,7.92,6.4,10.5,6.21,2022-06-30
스테이크_간편조리세트_파빌리온양갈비스테이크,151,13.07,6.47,9.46,6.8,2022-06-30
스테이크_간편조리세트_프라임스테이크부채살,186,5.63,2.21,10.77,13.41,2022-06-30
연어구이,234,0.2,0.55,24.78,14.94,2022-06-30
오겹살구이_돼지고기,408,2.72,0.72,20.18,35.14,2022-06-30
임연수구이,198,1.4,0,21.52,11.76,2015-06-30
장어구이_붕장어_소금,297,11.6,0.4,26,16.2,2016-10-31
장어구이_양념,289,5.87,2.79,20.51,20.37,2012-02-28
차돌박이구이_소고기,488,1.31,0.33,17.94,45.69,2022-06-30
콘치즈구이,224,17.56,7.31,9.51,12.85,2022-06-30
함박스테이크_간편조리세트_더블체다함박스테이크,189,13.88,4.64,9.9,10.46,2022-06-30
함박스테이크,229,10.38,2.67,13.48,14.82,2013-03-31
황태구이,219,13.45,7.1,23.9,7.7,2016-10-31
훈제오리,319,4.83,0.11,17.22,25.63,2013-03-31
훈제오리,259,3.86,0.41,26.85,15.16,2023-04-27
고추전,183,11.34,1.45,8.61,11.48,2013-03-31
굴전,195,14.5,1.3,10.6,10.5,2017-12-31
깻잎전,241,9.7,0.71,11.82,17.18,2013-03-31
꼬치구치_낙지,94,3.53,0,16.43,1.59,2014-09-30
녹두빈대떡,208,20.93,0.1,7.94,10.27,2013-03-31
달걀말이_달걀만,210,4.83,0.4,13.3,15.31,2022-06-30
달걀말이_채소,183,4.62,1.29,11.15,13.31,2022-06-30
동태전,195,6.11,0.26,16.48,11.63,2022-06-30
두부부침,144,2.69,0.33,12.13,9.4,2022-06-30
두부전,170,5,0.02,13.64,10.58,2014-09-30
미나리전,151,22.82,1.16,3.49,5.08,2014-09-30
배추전,160,23.68,3.35,3.44,5.78,2014-09-30
버섯전,160,10.8,1.83,7.02,9.91,2014-09-30
새우전,188,11.57,1.87,9.99,11.33,2022-06-30
생선전_가자미,154,4.61,0.2,17.17,7.38,2014-09-30
생선전_동태,179,7.02,0.15,15.09,10.03,2013-03-31
소고기산적,227,3.67,0,24.2,12.78,2014-09-30
소라산적,150,8.06,1.06,22.4,3.14,2014-09-30
스크램블드에그,149,1.61,1.39,9.99,10.98,2018-12-31
오징어산적,127,4.5,1.14,21.72,2.47,2014-09-30
완자전_소고기(동그랑땡/육원전),206,8.45,0.65,13.08,13.33,2013-03-31
채소전,194,21.6,2.4,5.4,9.5,2017-12-31
파전,195,23.2,0.52,4.56,9.35,2013-03-31
해물파전_간편조리세트_모둠해물파전,205,17.29,2.02,6.81,12.09,2022-06-30
햄부침,244,11.3,1,11.3,17.1,2015-06-30
호박전,139,10.73,1.9,4.32,8.73,2014-09-30
홍합산적,196,13.22,4.17,22.23,6,2014-09-30
화양적,182,14.23,0.81,9.05,9.85,2013-03-31
감바스_간편조리세트_감바스알아히요,224,19,1.46,11.48,11.38,2022-06-30
감바스_간편조리세트_감바스알아히요,303,18.56,1.42,6.54,22.52,2022-06-30
감바스_간편조리세트_감바스알아히요,384,13.79,1.82,8.41,32.85,2022-06-30
감자볶음_감자만,134,16.18,1.44,1.9,6.86,2022-06-30
고추잡채_간편조리세트_고추잡채꽃빵키트,168,22.5,4.77,6.76,5.62,2022-06-30
곱창볶음_돼지껍데기,235,16.33,3.67,17.2,11.13,2015-06-30
김치볶음_김치만,132,7.17,2.99,2.63,10.35,2022-06-30
느타리버섯볶음,87,7.69,3.24,3.61,4.66,2022-06-30
닭모래집볶음,176,2.82,2.73,28.11,5.8,2022-06-30
닭볶음(닭갈비)_간편조리세트_모짜렐라치즈닭갈비,150,13.82,6.51,11.59,5.41,2022-06-30
닭볶음(닭갈비)_간편조리세트_치즈품은닭갈비,160,17.96,4.45,9.5,5.62,2022-06-30
닭볶음(닭갈비)_간편조리세트_치즈이불닭갈비,162,14.49,6.07,11.4,6.48,2022-06-30
닭볶음(닭갈비),149,11.23,5.3,11.48,6.45,2016-10-31
돼지고기볶음_간편조리세트_돼지고기숙주볶음,145,9.05,5.96,7.46,8.78,2022-06-30
돼지고기볶음,175,9.11,4.1,11.48,10.33,2012-02-28
두부김치,115,5.63,0.59,7.79,6.85,2013-03-31
떡볶이_간편조리세트_달콤짭짤궁중식떡볶이,167,24,4.75,5.27,5.54,2022-06-30
떡볶이_간편조리세트_떡볶이보통맛,161,26.45,7,3.9,4.36,2022-06-30
떡볶이_간편조리세트_소불고기궁중떡볶이,118,20.2,5.63,5.46,1.7,2022-06-30
떡볶이_간편조리세트_호로록로제떡볶이,184,30.25,4.12,4.37,5.1,2022-06-30
떡볶이_치즈,164,29.31,5.76,5.54,2.69,2022-06-30
마파두부_간편조리세트_백리향마파두부,129,4.62,2.02,7.42,9,2022-06-30
머위나물볶음,72,5.07,1.2,2.33,4.67,2015-06-30
멸치볶음_풋고추,262,17.03,7.15,23.25,11.2,2012-02-28
미역줄기볶음,89,3.65,1.12,1.03,7.84,2022-06-30
버섯볶음_양송이버섯,91,7.33,0.8,3,5.53,2015-06-30
버섯볶음_표고버섯,95,10.53,1.73,3,4.47,2015-06-30
소고기볶음_간편조리세트_차돌박이숙주볶음,193,6.38,0.98,7.3,15.35,2022-06-30
소시지볶음,236,15.9,4.45,9.4,14.95,2015-06-30
순대볶음_간편조리세트_매콤깻잎순대볶음,166,22.51,3.71,2.89,7.12,2022-06-30
순대볶음_간편조리세트_신림동백순대볶음,210,21.08,2.89,4.56,11.98,2022-06-30
순대볶음_간편조리세트_신림동백순대볶음,150,23.43,2.86,2.9,4.99,2022-06-30
순대볶음,146,19.18,1.35,5.18,5.33,2015-06-30
순대볶음_백순대,196,22.45,1.69,3.62,10.23,2022-06-30
오징어볶음,120,9.84,4.55,10.28,4.38,2022-06-30
오징어채볶음,275,29.77,20.03,22.04,7.57,2022-06-30
